animalId,intakeDate,intakeReason,species,sex,breed,color,outcomeDate,outcome,shelterName,shelterID,city,state,indate,outdate,lengthOfStay
AA872132,01/04/2023 04:21:00 PM,Wildlife,Other,Unknown,Rabbit Sh,Brown,2023-01-05T00:00:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-05,1 days
AA872133,01/04/2023 04:27:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black/White,2023-01-23T16:14:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-23,19 days
AA872139,01/04/2023 05:09:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black/White,2023-01-09T09:37:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-09,5 days
AA872140,01/04/2023 05:09:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Torbie/White,2023-01-09T09:37:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-09,5 days
AA872141,01/04/2023 05:09:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-01-09T09:37:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-09,5 days
AA872142,01/04/2023 05:59:00 PM,Owner Surrender,Dog,Intact Male,Pit Bull,Tan/White,2023-02-10T16:31:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-02-10,37 days
AA683600,01/04/2023 06:25:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair Mix,White,2023-01-12T13:26:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-12,8 days
AA872145,01/04/2023 06:33:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Blue,2023-01-05T17:23:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-05,1 days
AA872146,01/04/2023 06:41:00 PM,Owner Surrender,Dog,Spayed Female,German Shepherd,Black/Brown,2023-01-10T18:53:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-10,6 days
AA872148,01/04/2023 06:41:00 PM,Owner Surrender,Dog,Spayed Female,Neapolitan Mastiff,Blue,2023-02-16T11:31:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-02-16,43 days
AA872147,01/04/2023 06:48:00 PM,Stray,Dog,Intact Male,Catahoula Mix,Blue Merle,2023-01-05T16:14:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-05,1 days
AA872149,01/04/2023 06:56:00 PM,Owner Surrender,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White,2023-01-26T13:02:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-04,2023-01-26,22 days
AA777887,01/05/2023 06:49:00 AM,Stray,Dog,Spayed Female,Rottweiler,Black/Tan,2023-01-11T15:28:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-11,6 days
AA872161,01/05/2023 09:48:00 AM,Abandoned,Dog,Intact Female,Pit Bull,Blue/White,2023-01-11T17:31:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-11,6 days
AA872162,01/05/2023 10:43:00 AM,Wildlife,Other,Unknown,Raccoon,Gray/Black,2023-01-08T15:15:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-08,3 days
AA872171,01/05/2023 10:49:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-01-11T17:22:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-11,6 days
AA837354,01/05/2023 11:18:00 AM,Owner Surrender,Cat,Spayed Female,Domestic Shorthair,Brown Tabby,2023-01-11T18:18:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-11,6 days
AA872165,01/05/2023 11:51:00 AM,Stray,Cat,Unknown,Domestic Shorthair,Black,2023-01-09T09:38:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA872166,01/05/2023 11:51:00 AM,Stray,Cat,Unknown,Domestic Shorthair,Brown Tabby,2023-01-09T09:38:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA872173,01/05/2023 12:05:00 PM,Stray,Dog,Intact Male,Siberian Husky,Black/White,2023-03-28T15:39:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-03-28,82 days
AA872179,01/05/2023 12:50:00 PM,Owner Surrender,Dog,Intact Male,Beagle/Chihuahua Shorthair,Red,2023-01-09T15:53:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA872180,01/05/2023 12:50:00 PM,Owner Surrender,Dog,Intact Male,Border Terrier Mix,Cream,2023-01-10T09:52:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-10,5 days
AA872181,01/05/2023 12:50:00 PM,Owner Surrender,Dog,Intact Male,Dachshund Wirehair Mix,Tan/Cream,2023-01-12T15:12:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-12,7 days
AA872177,01/05/2023 01:11:00 PM,Stray,Cat,Intact Female,Domestic Medium Hair,Blue Tabby,2023-01-13T19:00:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-13,8 days
AA869377,01/05/2023 01:34:00 PM,Owner Surrender,Dog,Neutered Male,Dachshund/Doberman Pinsch,Tricolor,2023-01-13T12:37:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-13,8 days
AA872182,01/05/2023 02:09:00 PM,Owner Surrender,Cat,Spayed Female,Domestic Shorthair,Blue,2023-01-19T09:33:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-19,14 days
AA872189,01/05/2023 02:14:00 PM,Stray,Dog,Intact Male,Pit Bull,Black/White,2023-03-25T11:34:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-03-25,79 days
AA872183,01/05/2023 02:17:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-01-10T17:58:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-10,5 days
AA872184,01/05/2023 02:17:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-01-09T17:24:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA872188,01/05/2023 02:28:00 PM,Stray,Dog,Intact Male,Belgian Malinois,Brown/Black,2023-01-11T16:34:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-11,6 days
AA872186,01/05/2023 02:56:00 PM,Stray,Dog,Intact Female,Alaskan Husky Mix,White/Black,2023-01-06T18:04:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-06,1 days
AA872187,01/05/2023 02:56:00 PM,Stray,Dog,Intact Male,Alaskan Husky Mix,White/Brown,2023-01-06T18:05:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-06,1 days
AA872191,01/05/2023 03:22:00 PM,Owner Surrender,Cat,Intact Male,Domestic Longhair,Black,2023-01-26T16:22:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-26,21 days
AA872195,01/05/2023 04:08:00 PM,Owner Surrender,Dog,Neutered Male,Great Pyrenees/Golden Retriever,Gold,2023-02-06T17:04:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-02-06,32 days
AA872199,01/05/2023 04:10:00 PM,Stray,Dog,Intact Male,Australian Cattle Dog,Tricolor,2023-01-12T11:45:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-12,7 days
AA872198,01/05/2023 04:53:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2023-01-12T10:19:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-12,7 days
AA872202,01/05/2023 05:54:00 PM,Owner Surrender,Dog,Intact Male,Dachshund Longhair,Brown Brindle/White,2023-01-09T15:55:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA872203,01/05/2023 05:54:00 PM,Owner Surrender,Dog,Intact Female,Chihuahua Shorthair Mix,Black/White,2023-01-09T15:54:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA762493,01/05/2023 05:54:00 PM,Owner Surrender,Dog,Spayed Female,Chihuahua Shorthair Mix,Cream,2023-01-10T15:49:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-10,5 days
AA872204,01/05/2023 06:10:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair,Cream/White,2023-01-09T17:08:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA872205,01/05/2023 06:10:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair,Cream/White,2023-01-10T16:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-10,5 days
AA872206,01/05/2023 06:10:00 PM,Owner Surrender,Cat,Intact Female,Domestic Shorthair,Calico,2023-01-09T16:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-09,4 days
AA872212,01/05/2023 08:36:00 PM,Stray,Dog,Intact Female,Anatol Shepherd Mix,White/Brown,2023-01-24T12:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-24,19 days
AA872213,01/05/2023 09:07:00 PM,Stray,Cat,Intact Male,Ragdoll,Blue,2023-01-13T14:07:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-13,8 days
AA872214,01/05/2023 09:27:00 PM,Stray,Cat,Intact Female,Ragdoll,Seal Point,2023-01-13T14:07:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-05,2023-01-13,8 days
AA867937,01/06/2023 09:35:00 AM,Public Assist,Dog,Intact Male,Labrador Retriever/Pit Bull,Tan/White,2023-01-09T13:30:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-09,3 days
AA872224,01/06/2023 09:59:00 AM,Public Assist,Cat,Neutered Male,Domestic Shorthair,Brown Tabby,2023-01-11T14:56:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-11,5 days
AA872223,01/06/2023 10:11:00 AM,Stray,Dog,Intact Male,Chow Chow,Red,2023-01-19T15:07:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-19,13 days
AA872229,01/06/2023 11:27:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby/White,2023-01-30T11:46:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-30,24 days
AA872230,01/06/2023 11:27:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-02-04T12:09:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-02-04,29 days
AA872231,01/06/2023 11:27:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Tortie,2023-02-04T12:17:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-02-04,29 days
AA872232,01/06/2023 11:27:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Calico,2023-01-10T09:49:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-10,4 days
AA872233,01/06/2023 11:27:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Orange Tabby,2023-02-04T12:12:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-02-04,29 days
AA872239,01/06/2023 12:40:00 PM,Stray,Dog,Intact Female,Yorkshire Terrier Mix,Cream/Tan,2023-01-11T18:17:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-11,5 days
AA835849,01/06/2023 12:46:00 PM,Owner Surrender,Cat,Spayed Female,Domestic Shorthair,Calico,2023-01-12T18:50:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-12,6 days
AA872242,01/06/2023 12:54:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue,2023-06-03T18:24:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-06-03,148 days
AA872240,01/06/2023 12:58:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair,White,2023-01-12T10:45:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-12,6 days
AA872249,01/06/2023 01:49:00 PM,Stray,Dog,Intact Female,German Shorthair Pointer,Brown Brindle,2023-01-10T19:14:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-10,4 days
AA872250,01/06/2023 02:12:00 PM,Stray,Dog,Intact Female,Chihuahua Shorthair,Tan,2023-01-10T15:45:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-10,4 days
AA872251,01/06/2023 02:12:00 PM,Stray,Dog,Intact Female,Border Terrier,Tricolor,2023-01-11T15:48:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-11,5 days
AA872252,01/06/2023 02:12:00 PM,Stray,Dog,Intact Female,Border Terrier,Black/White,2023-01-11T15:48:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-11,5 days
AA832260,01/06/2023 02:28:00 PM,Stray,Dog,Neutered Male,Rhod Ridgeback Mix,Brown,2023-02-11T13:50:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-02-11,36 days
AA870066,01/06/2023 02:35:00 PM,Owner Surrender,Dog,Neutered Male,American Staffordshire Terrier Mix,Fawn/White,2023-01-15T18:09:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-15,9 days
AA672673,01/06/2023 02:35:00 PM,Owner Surrender,Dog,Neutered Male,Cairn Terrier/Yorkshire Terrier,Tricolor,2023-01-14T17:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-14,8 days
AA695316,01/06/2023 02:35:00 PM,Owner Surrender,Dog,Spayed Female,Yorkshire Terrier/Border Terrier,Tan/White,2023-01-14T17:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-14,8 days
AA872256,01/06/2023 03:00:00 PM,Owner Surrender,Cat,Intact Male,Domestic Longhair,Gray Tabby,2023-01-10T18:38:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-10,4 days
AA872257,01/06/2023 03:00:00 PM,Owner Surrender,Cat,Intact Female,Domestic Longhair,Gray Tabby,2023-01-10T18:37:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-10,4 days
AA872258,01/06/2023 03:06:00 PM,Owner Surrender,Cat,Intact Female,Domestic Shorthair,Tortie,2023-01-08T14:08:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-08,2 days
AA872259,01/06/2023 03:06:00 PM,Owner Surrender,Cat,Spayed Female,Domestic Shorthair,Tortie,2023-01-08T14:08:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-08,2 days
AA872253,01/06/2023 03:07:00 PM,Abandoned,Dog,Intact Male,Pit Bull Mix,Black/Black,2023-01-19T18:22:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-19,13 days
AA872261,01/06/2023 03:34:00 PM,Stray,Dog,Intact Female,Doberman Pinsch Mix,Black/Tan,2023-01-18T17:57:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-18,12 days
AA872262,01/06/2023 03:35:00 PM,Stray,Dog,Intact Female,Pit Bull,Black/White,2023-02-19T18:57:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-02-19,44 days
AA872260,01/06/2023 03:47:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,2023-01-17T16:04:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-17,11 days
AA872265,01/06/2023 04:21:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-01-13T16:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-13,7 days
AA872268,01/06/2023 04:39:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-01-10T19:41:00,Died,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-10,4 days
AA872269,01/06/2023 05:08:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue Tabby/White,2023-01-14T15:51:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-14,8 days
AA872266,01/06/2023 05:13:00 PM,Stray,Dog,Intact Female,Siberian Husky Mix,Black/White,2023-01-17T17:38:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-17,11 days
AA872267,01/06/2023 05:13:00 PM,Stray,Dog,Intact Male,Australian Shepherd Mix,Black/Brown,2023-01-17T13:28:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-17,11 days
AA661073,01/06/2023 06:00:00 PM,Owner Surrender,Dog,Neutered Male,Queensland Heeler Mix,White/Red,2023-01-09T13:39:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-09,3 days
AA872272,01/06/2023 06:14:00 PM,Stray,Dog,Intact Female,Great Pyrenees Mix,White,2023-03-09T12:44:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-03-09,62 days
AA872276,01/06/2023 06:29:00 PM,Stray,Dog,Intact Male,Great Pyrenees,White,2023-01-07T14:03:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-07,1 days
AA872278,01/06/2023 07:25:00 PM,Stray,Dog,Intact Female,Dachshund/Pit Bull,Blue/White,2023-01-07T14:02:34,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-06,2023-01-07,1 days
AA872288,01/07/2023 11:17:00 AM,Stray,Dog,Intact Male,Pit Bull Mix,Brown Brindle/Brown,2023-04-11T17:21:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-04-11,94 days
AA872289,01/07/2023 11:17:00 AM,Stray,Dog,Intact Male,Pit Bull Mix,White/Gray,2023-01-14T12:58:00,Died,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-14,7 days
AA872292,01/07/2023 12:09:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Cream Tabby,2023-02-11T13:40:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-02-11,35 days
AA872293,01/07/2023 12:38:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2023-01-17T12:21:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-17,10 days
AA872295,01/07/2023 01:53:00 PM,Stray,Cat,Intact Female,Domestic Medium Hair,Tortie,2023-01-08T13:35:55,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-08,1 days
AA872303,01/07/2023 03:00:00 PM,Stray,Dog,Intact Male,Doberman Pinsch,Red/Tan,2023-01-17T18:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-17,10 days
AA872313,01/07/2023 04:10:00 PM,Owner Surrender,Dog,Spayed Female,Chihuahua Shorthair,Black,2023-01-12T18:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-12,5 days
AA712292,01/07/2023 04:10:00 PM,Owner Surrender,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,2023-01-11T12:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-11,4 days
AA872319,01/07/2023 04:33:00 PM,Public Assist,Cat,Spayed Female,Domestic Shorthair,Blue Tabby,2023-01-09T15:38:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-09,2 days
AA872320,01/07/2023 04:39:00 PM,Stray,Dog,Unknown,Siberian Husky,Black/White,2023-01-07T17:08:00,Died,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-07,0 days
AA872323,01/07/2023 05:49:00 PM,Stray,Dog,Intact Male,German Shepherd,Brown/Black,2023-01-25T16:36:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-07,2023-01-25,18 days
AA872325,01/08/2023 07:53:00 AM,Owner Surrender,Dog,Intact Female,Siberian Husky,Black/White,2023-01-08T13:19:54,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-08,0 days
AA872338,01/08/2023 10:54:00 AM,Stray,Dog,Intact Male,Catahoula Mix,Blue Merle,2023-01-28T13:38:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-28,20 days
AA872344,01/08/2023 11:46:00 AM,Stray,Dog,Intact Female,Pit Bull,White,2023-01-08T16:19:48,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-08,0 days
AA872348,01/08/2023 12:50:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Orange Tabby/White,2023-01-13T12:33:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-13,5 days
AA872349,01/08/2023 12:50:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2023-01-13T12:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-13,5 days
AA872350,01/08/2023 01:00:00 PM,Stray,Dog,Intact Male,Soft Coated Wheaten Terrier Mix,Tan,2023-01-13T12:35:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-13,5 days
AA859426,01/08/2023 04:59:00 PM,Stray,Dog,Neutered Male,Labrador Retriever Mix,Black/White,2023-01-18T16:21:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-18,10 days
AA872331,01/08/2023 06:04:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-01-13T17:54:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-08,2023-01-13,5 days
AA872373,01/09/2023 08:02:00 AM,Abandoned,Dog,Intact Female,Chihuahua Shorthair,Brown/White,2023-01-21T18:52:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-21,12 days
AA872374,01/09/2023 08:02:00 AM,Abandoned,Dog,Intact Male,Chihuahua Shorthair/Labrador Retriever,Brown/White,2023-01-28T14:36:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-28,19 days
AA872375,01/09/2023 08:02:00 AM,Abandoned,Dog,Intact Female,Chihuahua Shorthair/Labrador Retriever,Tan,2023-01-19T16:23:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-19,10 days
AA872376,01/09/2023 08:02:00 AM,Abandoned,Dog,Intact Female,Chihuahua Shorthair/Labrador Retriever,Yellow Brindle/White,2023-01-17T18:28:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-17,8 days
AA872377,01/09/2023 08:02:00 AM,Abandoned,Dog,Intact Male,Labrador Retriever,Yellow Brindle/White,2023-02-11T14:15:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-02-11,33 days
AA872378,01/09/2023 08:02:00 AM,Abandoned,Dog,Intact Male,Chihuahua Shorthair/Labrador Retriever,Yellow Brindle/White,2023-01-19T17:53:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-19,10 days
AA872385,01/09/2023 10:56:00 AM,Owner Surrender,Dog,Neutered Male,Pit Bull,White/Black,2023-08-09T13:34:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-08-09,212 days
AA872389,01/09/2023 11:18:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby,2023-01-17T16:43:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-17,8 days
AA872395,01/09/2023 11:18:00 AM,Owner Surrender,Dog,Intact Male,Doberman Pinsch,Black/Tan,2023-01-09T12:59:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-09,0 days
AA872397,01/09/2023 11:18:00 AM,Owner Surrender,Dog,Spayed Female,Labrador Retriever Mix,Tan/White,2023-01-17T15:07:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-17,8 days
AA872393,01/09/2023 11:21:00 AM,Stray,Cat,Neutered Male,Domestic Shorthair,Orange Tabby/White,2023-01-28T18:44:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-28,19 days
AA872401,01/09/2023 11:53:00 AM,Owner Surrender,Cat,Intact Female,Domestic Shorthair Mix,White/Brown Tabby,2023-01-17T17:32:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-17,8 days
AA870535,01/09/2023 11:54:00 AM,Owner Surrender,Dog,Neutered Male,Australian Cattle Dog,Blue Merle/Brown,2023-01-21T14:18:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-21,12 days
AA872400,01/09/2023 11:57:00 AM,Stray,Cat,Spayed Female,Domestic Shorthair,Torbie,2023-01-13T17:37:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-13,4 days
AA872402,01/09/2023 12:14:00 PM,Stray,Dog,Intact Male,Siberian Husky,White/White,2023-01-13T15:27:00,Rto-Adopt,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-13,4 days
AA856628,01/09/2023 12:44:00 PM,Owner Surrender,Dog,Neutered Male,Great Pyrenees Mix,White/Tan,2023-02-05T16:27:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-02-05,27 days
AA872406,01/09/2023 12:59:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black/White,2023-01-14T15:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-01-09,2023-01-14,5 days
